"Event","Frequency"
"[name] singled to [fieldLocation], advanced to [base] on a fielding error by [position], 2 RBI","3"
"[name] hit into double play [position] (count)","1"
"[name] Thomas flied out to [position] (count)","1"
"[name] [name] doubled to [fieldLocation], 2 RBI","1"
"[name] grounded out to [position] unassisted, RBI, unearned","1"
"[name] reached on a fielder's choice, bunt, SAC, advanced to [base] on the error","1"
"[name] singled up the middle, advanced to [base] on a throwing error by [position], RBI (count)","7"
"[name] singled to pitcher, bunt, advanced to [base] on the throw (count)","1"
"[name] McClain scored, unearned","1"
"[name] singled, SAC, bunt","2"
"Jay. [name] homered to [fieldLocation], RBI (count)","1"
"[name] T.J. hit by pitch","2"
"S[name] singled down the [position] line, RBI","1"
"[name] Quincy lined out to [position]","1"
"[name] singled to [fieldLocation], RBI, out at [base] [position] to [position] to [position] to [position]","1"
"[name] pinch hit for de Wattevill","1"
"[name] to [position] for Dr.Olsonawsk","1"
"[name] T singled through the right side (count)","2"
"[name] Jeff advanced to [base] on a balk","1"
"[name] T.J. doubled down the [fieldLocation], RBI","1"
"[name] advanced to [base], scored on the error","71"
"[name] singled, advanced to [base] on the throw, advanced to [base] (count)","1"
"[name] doubled to [fieldLocation] (count)","7727"
"[name] tripled to [fieldLocation], RBI (count)","653"
"[name] singled, out at [base] [position] to [position]","57"
"[name] tripled to [fieldLocation], scored on a throwing error by [position], 2 RBI (count)","1"
"[name] reached on a fielder's choice, SAC (count)","3"
"[name] out on the play, out at home [position] to [position]","11"
"De Los Re, S pinch ran for [name]","2"
"[name] singled, out at [base] [position] to [position], out on the play (count)","1"
"[name] homered to [fieldLocation], 3 RBI, team unearned (count)","6"
"[name] singled up the middle, advanced to [base] on the error (count)","2"
"[name] popped up to [position] to [fieldLocation]","110"
"[name] Hagan struck out swinging (count)","1"
"[name] singled to [fieldLocation], out at [base] [position] to [position] to [position], RBI (count)","35"
"[name] singled through the left side, advanced to [base] on the throw, 2 RBI (count)","16"
"SS [name] flagged one-hopper & toss across. Dah-nuh-nuh. Dah=nuh-nuh","1"
"[name] doubled to [fieldLocation], advanced to [base] on a throwing error by [position], 3 RBI","1"
"[name] Col out at [base] [position] to [position]","2"
"[name] Daul walked","2"
"[name] to [position] for [name] OZUNA","1"
"[name] singled, bunt, 2 RBI","1"
"Ten-pitch at bat for [name]","1"
"[name] Johnny singled through the right side","1"
"[name] Jawan pinch hit for [name]","1"
"[name] reached on an error by [position], SAC, advanced to [base]","5"
"[name] doubled, out at [base] [position] to [position] to [position], RBI","5"
"[name] Hunte singled to [fieldLocation], RBI","1"
"[name] to [position] for VanHoore, C.","1"
"[name] Rei out at [base] [position] to [position] (count)","2"
"[name] tripled down the [fieldLocation], RBI (count)","25"
"[name] singled, advanced to [base] on a throwing error by [position], advanced to [base] on the error","1"
"[name] reached on a fielder's choice down the [position] line, advanced to [base] (count)","1"
"[name] singled down the [fieldLocation], advanced to [base] on a fielding error by [position], RBI (count)","1"
"[name] Antho homered to [fieldLocation], RBI (count)","1"
"[name] reached on a fielder's choice up the middle, advanced to [base] on the throw, RBI (count)","1"
"[name] grounded out to [position] unassisted, bunt, SAC, RBI","1"
"[name] Richar scored, unearned","1"
"[name] Davio struck out swinging (count)","3"
"[name] singled to [fieldLocation], RBI, advanced to [base] on the error","1"
"[name] check swing went around to end top of [base]","1"
"Chris [name] out at [base] [position] to [position]","2"
"[name] singled to pitcher, advanced to [base] on the throw, RBI","1"
"[name] reached on an error by [position], bunt, advanced to [base] on the throw (count)","1"
"[name] Jak grounded out to [position] unassisted","1"
"[name] DAZ hit into double play [position] to [position] to [position] (count)","1"
"[name] to [position] for MONTENEGR0","3"
"Mathews pinch hit for [name]","1"
"[name] reached [base] on a throwing error by [position], bunt","2"
"Je [name] grounded out to [position] (count)","5"
"[name] reached on an error by [position], out at [base] [position] to [position] to [position] (count)","2"
"[name] reached on a fielding error by [position], advanced to [base] on a throwing error by [position], SAC, bunt (count)","1"
"[name] pinch ran for [name] Jack","1"
"[name] singled up the middle, advanced to [base] on an error by [position], RBI","4"
"[name] advanced to [base], failed pickoff attempt","5"
"RORIE,[name] flied out to [position]","2"
"[name] flied out to [position] through the left side (count)","3"
"[name] Jak reached on a fielder's choice, RBI","1"
"[name] reached [base] on a throwing error by [position], bunt, SAC","3"
"[name] struck out, reached [base] on an error by [position] (count)","1"
"**great diving snag by [name]","1"
"[name] DAZ doubled down the [fieldLocation] (count)","1"
"[name] fouled out to [position] down the [position] line","29"
"[name] to [position] for Mathews","7"
"Alex [name] to [position] for [name]","1"
"[name] Daul singled to [fieldLocation]","1"
"[name] Hunte reached on an error by [position]","1"
"[name] flied into triple play [position] to [position] to [position] (count)","1"
"[name] singled, out at [base] [position] to [position] to [position], caught stealing","1"
"C. Simoneaux to [position] for [name]","2"
"[name] pinch hit for LoCascio","2"
"[name] singled, RBI, advanced to [base] on a throwing error by [position] (count)","1"
"[name] to [position] for SCHREIER, J","2"
"[name] Nath to [position] for [name] Bria","1"
"[name] singled to [fieldLocation], out at [base] [position] to [position] to [position] to [position] to [position] to [position] (count)","1"
"[name] Jr. grounded out to [position] (count)","3"
"[name] out at [base] [position] to [position] to [position], bunt (count)","5"
"[name] II flied out to [position] to [fieldLocation]","1"
"[name] Col flied out to [position] (count)","2"
"Closner, O to [position] for [name]","7"
"3B [name] and umpire Jeff CLuff collided on the foul pop","1"
"[name] Nick struck out looking","1"
"[name] doubled, out at [base] [position] to [position] to [position] to [position], RBI (count)","1"
"[name] Larr struck out looking","1"
"[name] doubled, interference, 3 RBI (count)","1"
"[name] Pete singled through the right side","2"
"[name] Alex to [position] for [name]","2"
"[name] doubled up the middle (count)","34"
"BLANC,Eric pinch ran for [name]","1"
"[name] Pete lined out to [position] (count)","1"
"[name] Johnny grounded into double play [position] to [position] to [position]","2"
"FEDJE[name] homered to [fieldLocation], RBI (count)","1"
"[name] Matt reached on a fielder's choice","1"
"[name] to [position] for Carreon, J","11"
"[name] singled, advanced to [base] on an error by [position], scored on an error by [position], unearned (count)","1"
"MITCHELL,Mal pinch ran for [name]","5"
"[name] Jac flied out to [position], SAC, RBI","1"
"[name] grounded out to [position] up the middle, RBI","1"
"[name] advanced to [base] on a passed ball, unearned","1"
"[name] Andre singled up the middle (count)","3"
"[name] Jr. lined out to [position] (count)","1"
"[name] pinch hit for RORIE,[name]","1"
"[name] singled, RBI, advanced to [base] on a fielding error by [position] (count)","1"
"[name] to [position] for Garnder, A.","1"
"[name] advanced to [base] on an error by [position]","363"
"[name] singled through the left side, advanced to [base] on a fielding error by [position], advanced to [base], RBI","1"
"McClain [name] scored","1"
"[name] Davio singled through the right side","1"
"Diving attempt by RF [name] ' cam up empty","1"
"[name] grounded out to [position] unassisted down the [position] line","3"
"Niebuhr pinch hit for [name]","1"
"[name] advanced to [base] on the error, scored on the error, unearned","2"
"[name] popped up to [position], reached on a fielder's choice","1"
"[name] Antho advanced to [base]","7"
"Camberlain, Jace pinch hit for [name] Jarius","1"
"[name] reached [base] on a fielding error by [position], bunt","2"
"[name] Jac singled down the [fieldLocation], RBI (count)","1"
"ROSENBURG, T pinch hit for [name]","1"
"[name] T.J. singled up the middle","1"
"[name] failed pickoff attempt, advanced to [base] on a fielding error by [position]","2"
"[name] Jerry struck out swinging","1"
"[name] Johnny doubled to [fieldLocation]","1"
"[name] reached on a throwing error by [position], advanced to [base] on the error","12"
"[name] flied out to [position], SF, SAC, RBI (count)","1"
"[name] tripled down the [fieldLocation] (count)","25"
"[name] tripled down the [fieldLocation], 3 RBI (count)","3"
"[name] reached on a fielder's choice, bunt, RBI","3"
"[name] Larr struck out swinging (count)","5"
"[name] Shan out at [base] [position] to [position] to [position], caught stealing","1"
"[name] reached on a fielder's choice, SF, RBI (count)","1"
"[name] singled through the left side, advanced to [base] on an error by [position] (count)","4"
"[name] doubled to [fieldLocation], ground-rule, RBI","12"
"[name] picked off, out at home [position] to [position] to [position] to [position]","1"
"Jay. [name] struck out","1"
"[name] Larr grounded out to [position], RBI (count)","1"
"[name] Mitc flied out to [position], SF, RBI (count)","1"
"[name] singled through the right side, advanced to [base] on an error by [position] (count)","2"
"[name] reached on a throwing error by [position], bunt (count)","13"
"[name] Jack advanced to [base]","10"
"[name] runner left early, out at [base] [position] to [position]","4"
"[name] Daniel popped up to [position]","2"
"[name] scored, scored on an error by [position], interference","1"
"[name] reached on a fielder's choice, bunt, advanced to [base]","2"
"[name] advanced to [base] on a fielding error by [position], out at [base] [position] to [position]","1"
"[name] Jere grounded out to [position] (count)","1"
"[name] reached on a fielder's choice, hit into double play [position] to [position] to [position], bunt (count)","1"
"[name] Jared grounded into double play [position] to [position] to [position]","3"
"[name] doubled through the left side, 2 RBI (count)","7"
"[name] Jp walked (count)","2"
"[name] out at home [position] to [position] to [position] to [position] to [position], caught stealing","9"
"[name] homered to [fieldLocation], 2 RBI (count)","2316"
"[name] Jr. out at [base] [position] to [position]","4"
