"Event","Frequency"
"[name] reached on an error by [position] (count)3a [name] ","1"
"[name] advanced to [base] on a wild pitch, scored on an error by [position] ","2"
"[name] grounded into double play [position] to [position] to [position]3a [name] advanced to [base]3a [name] advanced to [base]3a [name] out on the play ","2"
"[name] doubled to [fieldLocation], 2 RBI; [name] advanced to [base]; [name] scored, unearned; [name] scored, unearned ","4"
"[name] advanced to [base] on a passed ball: [name] scored ","1"
"[name] advanced to [base]; [name] out on the play, caught stealing, out at [base] [position] to [position] ","3"
"C-BE[name] to [position] for [name] ","3"
"[name] reached on a fielder's choice (count); [name] advanced to [base] on an error by [position], advanced to [base] on the throw; [name] scored, unearned ","1"
"[name] singled, RBI, advanced to [base]; [name] advanced to [base], scored on an error by [position], unearned; [name] scored ","1"
"[name] singled down the [fieldLocation], RBI (count): [name] advanced to [base], out at [base] [position] to [position] to [position] to [position]: [name] scored ","1"
"Mercer,J lined out to [position] (count) ","2"
"Weather delay at 6:06 p.m ","1"
"[name] flied out to [position], SF, RBI (count): [name] advanced to [base]: [name] advanced to [base]: [name] scored, unearned ","7"
"[name] out at [base] [position] to [position], reached on a fielder's choice: [name] out on the play: [name] advanced to [base] ","2"
"[name] singled to [fieldLocation], advanced to [base] (count): [name] advanced to [base], scored on a fielding error by [position], unearned ","1"
"(count) Lightning delay ","1"
"[name] reached on a fielder's choice to [fieldLocation], RBI (count): [name] advanced to [base] on a throwing error by [position]: [name] scored ","2"
"[name] reached on a fielder's choice to [fieldLocation] (count): [name] advanced to [base]: [name] advanced to [base] on a fielding error by [position] ","1"
"A. Torres grounded out to [position] (count) ","2"
"[name] hit into double play [position] to [position] to [position]: [name] out on the play ","72"
"Dah-nuh-nuh. Dah-nuh-nuh. (count) ","1"
"Sutera singled through the left side3a Kemper advanced to [base] ","1"
"[name] reached on a fielder's choice, RBI (count); [name] advanced to [base]; [name] scored ","13"
"[name] doubled to [fieldLocation], RBI (count): [name] Shan scored ","1"
"[name] walked; [name] advanced to [base], advanced to [base] on a throwing error by [position] ","2"
"[name] out at home [position] to [position], picked off, caught stealing ","1"
"[name] reached on a fielder's choice, advanced to [base], RBI; [name] out at [base] [position] to [position]; [name] advanced to [base], scored on a throwing error by [position], unearned; [name] scored ","1"
"[name] singled to [fieldLocation], advanced to [base] on a throwing error by [position], RBI (count); [name] scored, unearned; [name] scored, unearned ","1"
"[name] hit into double play [position] to [position] to [position] (count): [name] advanced to [base]: [name] advanced to [base], out on the play ","1"
"[name] doubled to [fieldLocation], RBI (count); [name] scored, team unearned ","2"
"[name] pinch ran for S[name] ","1"
"[name] doubled, advanced to [base] on the throw, RBI (count); [name] scored ","5"
"de Wattevill fouled out to [position] ","1"
"[name] homered to [fieldLocation], 3 RBI (count); [name] scored; Hearn. H. scored ","1"
"[name] doubled to [fieldLocation] (count)3a [name] advanced to [base], out at [base] [position] to [position] to [position] ","1"
"[name] grounded out to [position], RBI (count): [name] out at [base] [position] to [position]: [name] scored ","1"
"[name] reached on a fielder's choice (count): [name] Aust advanced to [base]: [name] out at [base] [position] unassisted ","1"
"[name] singled to [fieldLocation], 2 RBI: [name] advanced to [base], out at [base] [position] to [position]: [name] scored: [name] scored ","1"
"[name] Daniel doubled to [fieldLocation] ","1"
"[name] out at [base] [position] to [position] to [position] (count): [name] advanced to [base] ","26"
"[name] doubled to [fieldLocation], RBI (count): [name] advanced to [base], out at home [position] to [position] to [position]: [name] scored ","6"
"[name] Randell singled up the middle; [name] advanced to [base] ","1"
"[name] reached on a fielder's choice (count): [name] out at [base] [position] to [position] to [position]: [name] advanced to [base] ","1"
"I. Santos singled up the middle (count) ","1"
"[name] singled to [fieldLocation], advanced to [base] on the throw, 2 RBI (count); [name] advanced to [base]; [name] scored, unearned; [name] scored, unearned ","1"
"GADDIS,Nic walked (count): [name] advanced to [base]: [name] advanced to [base] ","1"
"[name] reached on a throwing error by [position]; [name] advanced to [base]; [name] advanced to [base] ","2"
"[name] failed pickoff attempt; [name] advanced to [base] on a throwing error by [position] ","1"
"[name] out at [base] [position] to [position] to [position] to [position] to [position] ","3"
"[name] reached on a fielder's choice to [fieldLocation] (count); [name] advanced to [base]; [name] out at [base] [position] unassisted, interference ","1"
"[name] reached on a fielding error by [position], advanced to [base] (count); [name] scored ","4"
"[name] advanced to [base] on the error ","1"
"[name] walked; [name] advanced to [base] on a passed ball; [name] scored on a passed ball, unearned ","1"
"[name] struck out swinging, reached [base] on a passed ball; [name] advanced to [base] ","2"
"[name] singled through the right side, advanced to [base] on a fielding error by [position], RBI (count)3a [name] advanced to [base], scored on the error, unearned3a [name] scored ","1"
"MCCAULEY,Dan struck out looking ","1"
"[name] doubled down the [fieldLocation], 3 RBI (count)3a [name] scored, unearned3a [name] scored, unearned3a [name] scored, unearned ","1"
"[name] walked3a [name] scored on a wild pitch ","4"
"[name] flied out to [position] (count)3a D. [name] Jr. advanced to [base] ","1"
"[name] grounded out to [position]: [name] Col advanced to [base] ","1"
"BLANKENBERGE singled to [fieldLocation], RBI (count)3a [name] scored ","1"
"[name] reached on a fielder's choice, advanced to [base] on an error by [position] (count)3a [name] out at [base] [position] unassisted ","1"
"[name] reached on a fielder's choice to [fieldLocation] (count)3a [name] assist by [position], advanced to [base] on an error by [position]3a [name] advanced to [base] ","1"
"[name] reached on a fielder's choice to [fieldLocation], advanced to [base] on a throwing error by [position] (count); [name] out at [base] [position] unassisted ","2"
"[name] pinch hit for [name] Steve ","3"
"[name] singled to [fieldLocation] (count)3a [name] advanced to [base], advanced to [base] on an error by [position]3a [name] advanced to [base], scored on an error by [position] ","1"
"[name] reached on a muffed throw by [position], assist by [position], advanced to [base] (count); [name] advanced to [base]; [name] scored, unearned ","1"
"L. O'Neal grounded out to [position] (count) ","2"
"[name] singled, bunt, advanced to [base] on a throwing error by [position], RBI (count): [name] scored, unearned ","1"
"[name] singled to [fieldLocation], RBI; [name] McClain advanced to [base]; [name] scored ","2"
"[name] reached on a fielder's choice to pitcher; [name] out at home [position] to [position] to [position] to [position] ","1"
"[name] flied out to [position], RBI; [name] advanced to [base]; [name] advanced to [base]; [name] scored, unearned ","1"
"[name] to [position] for SCHULFER ","2"
"[name] Bre to [position] for [name] Hunte ","2"
"[name] singled through the right side, RBI (count): [name] advanced to [base], out at [base] [position] to [position] to [position]: [name] scored ","1"
"[name] singled up the middle, RBI3a [name] advanced to [base]3a [name] scored ","37"
"[name] grounded out to [position], RBI (count); [name] advanced to [base]; [name] advanced to [base]; [name] scored, unearned ","15"
"[name] tripled, scored on a throwing error by [position], RBI; [name] scored ","1"
"[name] reached on a fielder's choice; [name] out at [base] [position] to [position]; Chamberlin, Jace advanced to [base] ","1"
"[name] to [position] for Andrew [name] ","1"
"R. Ranie struck out swinging (count) ","7"
"[name] reached on an error by [position], SAC, bunt (count): [name] advanced to [base], advanced to [base] on an error by [position]: [name] advanced to [base], scored on an error by [position] ","1"
"Play resumed at 10:03 a.m. Saturday, total delay 10 hrs, 31 mins ","1"
"Proudlove struck out looking ","2"
"[name] singled, advanced to [base], 2 RBI: [name] advanced to [base]: [name] scored: [name] scored ","2"
"[name] singled through the right side, advanced to [base] on the throw (count)3a [name] advanced to [base], out at home [position] to [position] ","2"
"[name] reached on a fielding error by [position] (count); [name] advanced to [base] on the error; [name] scored on the error, unearned; [name] scored on the error, unearned ","1"
"Warning issued to Northwestern State bench ","1"
"[name] singled up the middle, RBI (count); [name] advanced to [base], out at [base] [position] to [position]; [name] scored ","5"
"[name] Rei singled up the middle (count) ","2"
"Klohen, A. to [position] for [name] ","1"
"[name] reached on a fielder's choice, advanced to [base]; [name] advanced to [base]; [name] out at home [position] to [position] ","2"
"line drive to [position], [position] was shaded toward bag, dive came up just short ","1"
"[name] singled up the middle (count); [name] advanced to [base], advanced to [base] on an error by [position] ","1"
"VERLIN,Nate advanced to [base] on a wild pitch ","1"
"[name] grounded out to [position] unassisted; Nic [name] advanced to [base]; [name] advanced to [base] ","1"
"[name] reached on a fielder's choice, RBI (count); [name] out on the play, out at [base] [position] to [position] to [position]; [name] scored ","1"
"[name] singled through the right side, 2 RBI (count); [name] advanced to [base]; [name] scored; [name] scored ","50"
"[name] TJ grounded out to [position], bunt ","1"
"[name] doubled to [fieldLocation], RBI (count): [name] advanced to [base]: [name] advanced to [base] on the throw, out at home [position] to [position] to [position]: [name] scored ","1"
"Runner's interference play called at [fieldLocation], resulting in two outs ","1"
"[name] walked (count); [name] out at [base] [position] to [position] ","2"
"LUKE, Bryce flied out to [position] to [fieldLocation] ","3"
"[name] singled, RBI: [name] advanced to [base], out at [base] [position] to [position]: [name] scored ","1"
"[name] out at [base] [position] to [position] to [position] up the middle (count) ","3"
"[name] reached on an error by [position], bunt, SAC, advanced to [base] (count); [name] advanced to [base]; [name] scored ","1"
"[name] doubled down the [fieldLocation], advanced to [base] on the throw (count)3a [name] advanced to [base], out at home [position] to [position] to [position] ","2"
