"Event","Frequency"
"Alvarez grounded out to [position]","1"
"G. Benza grounded out to [position] (count)","2"
"Riordan struck out swinging (count)","1"
"Goettsche to [position] for Wood","1"
"**one foot wide of [fieldLocation] foul pole","1"
"TARANTINO,Matthew lined into double play [position] to [position]","1"
"Ballerini reached on a fielder's choice","1"
"Mason Miller struck out swinging","1"
"Game was delayed for 2 hours and 5 minutes due to rain in the [base] inning","1"
"Rush infield fly to [position]","1"
"VALCKE homered to [fieldLocation], RBI","1"
"ID-1596961","1"
"DeHarty walked","1"
"D. Morrow struck out looking","1"
"40, 29 strikes","1"
"Hudson Jr. hit by pitch","1"
"Abraham to [position]","1"
"Bouley grounded out to [position] (count)","1"
"JOHNSON,Came pinch hit for MITCHELL,Mal","1"
"Wilder popped up to [position] to pitcher","1"
"J. Soto reached on a fielder's choice (count)","1"
"Coss out at [base] [position] unassisted","1"
"C Almendarez to [position] for C Quinn","1"
"Mayeda fouled out to [position]","1"
"Josh Thompso walked, RBI","1"
"BLANC,Eric singled through the right side","1"
"M. Irving doubled to [fieldLocation] (count)","1"
"Morrow advanced to [base]","1"
"Squeeze play","1"
"Niebuhr struck out swinging (count)","1"
"Garcia, D. stole [base]","1"
"Klohen, A. struck out looking","2"
"SOPER grounded out to [position]","1"
"LOPEZ,Bradly out at [base] [position] to [position], SAC, bunt (count)","1"
"R. Ranie out at [base] [position] to [position], caught stealing","2"
"Deimeke, L. advanced to [base]","1"
"Foster struck out swinging, out at [base] [position] to [position]","1"
"MITCHELL,Mal to [position] for BROOKS,Willi","1"
"B. Scott hit by pitch","1"
"C. Asbury to [position] for R. Bayle","1"
"[number] for PV ejected","1"
"Little Rock head coach as ejected in the 5th inning for arguing","1"
"H. Babineaux singled to [fieldLocation] (count)","1"
"JONES hit into double play [position] to [position] to [position]","1"
"StankiewiczD lined out to [position] (count)","3"
"MacKENZIE, Jake singled through the left side","1"
"MITCHELL,Mal grounded out to [position]","2"
"J. Perez to [position]","1"
"E. Dopkowski singled through the left side","1"
"LUKE, Bryce lined out to [position] (count)","1"
"BROOKS,Willi grounded out to [position] unassisted","1"
"Game halted due to darkness. Will resume at noon tomorrow","1"
"E. Crawford grounded out to [position] (count)","1"
"Alexander scored","1"
"Claus stole [base]","1"
"TARANTINO,Matthew advanced to [base] on a wild pitch","1"
"Lara flied out to [position] (count)","2"
"LARUE,Will singled to [fieldLocation], RBI","1"
"Cameron Love singled","1"
"Coss singled, bunt, advanced to [base] on a throwing error by [position] (count)","1"
"McIlwain,N. reached on a fielder's choice (count)","1"
"Chamberlin, Jace scored","6"
"Pitching coach to the mound","1"
"McClain,G grounded out to [position] (count)","1"
"T. Ruiz struck out swinging (count)","1"
"Rain delay begins at 6:43 p.m","1"
"BREWSTER,Aus to [position] for EDWARDS,Chri","1"
"L. O'Neal grounded out to [position], SAC (count)","1"
"Urban struck out looking","1"
"J. Palczewsk struck out swinging","1"
"Patin, S. grounded out to [position] (count)","1"
"E. Dopkowski struck out swinging","2"
"J. Lindley flied out to [position] (count)","1"
"Richards flied out to [position] (count)","2"
"BOSELLI flied out to [position]","1"
"Constantine reached on a fielding error by [position] (count)","1"
"Eshleman pinch ran for Evans","1"
"Nisle out on the play","1"
"Smith scored","1"
"Ballenilla flied out to [position] (count)","1"
"Nardo","1"
"Kemp,A to [position] for Sorensen,S","1"
"Bryant Keel struck out swinging","3"
"Werkhesier, Ben singled through the right side, RBI","1"
"Bakst,Dan out at [base] [position] to [position]","1"
"Bilinger singled to [fieldLocation], 2 RBI (count)","1"
"Taulbee, M. singled to [fieldLocation], bunt (count)","1"
"Richard Brow advanced to [base]","1"
"Bandor,M doubled to [fieldLocation] (count)","2"
"Meisenheimer singled through the left side, RBI (count)","1"
"Dopkowski hit into double play [position] to [position] (count)","1"
"Mitchell,D out on the play","3"
"Wircenske, B struck out swinging (count)","1"
"Benavidez,R struck out looking (count)","2"
"Etchison grounded out to [position], SAC, bunt","1"
"Lyons grounded out to [position] (count)","1"
"MARSHALL advanced to [base]","2"
"A. Dowdy scored","3"
"MARSHALL grounded out to [position]","1"
"one hopper sneaks under the glove of utrgv [position], pumps brakes halfway to 2nd","1"
"Bryant Keel advanced to [base]","3"
"Camberlain, Jace homered to [fieldLocation], RBI","1"
"**bounced off wall","4"
"MONTENEGR0 singled through the left side, RBI (count)","1"
"Delaquila, K singled to pitcher (count)","1"
"Kelly popped up to [position]","3"
"**baserunner left early - out on appeal**","1"
"Would-be sacrifice bunt is placed perfectly just outside dirt of home plate","1"
"C. Pepper popped up to [position], SAC, RBI","1"
"Mitchell,D doubled to [fieldLocation] (count)","2"
"Camberlain, Jace grounded out to [position]","1"
"FARMER,Garre advanced to [base]","1"
"Tech challenges the safe call at [base] base. Call stands","1"
"Gibson singled, RBI","1"
"/ for FARMER,Garre","1"
"L. Rendell walked, RBI","1"
"JACKSON,Jayl advanced to [base]","2"
"Coaching visit to mound","29"
"HELTON grounded out to [position], SAC, bunt","1"
"Peterson struck out swinging (count)","1"
"TARANTINO,Matthew out at [base] [position] to [position], caught stealing","1"
"Laird, B. grounded out to [position] (count)","1"
"First Pitch at 6:35 pm","1"
"JOHNSON,Came grounded out to [position]","1"
"WOODALL hit by pitch","1"
"R. MacCarric doubled, 2 RBI","1"
"D. Pittman stole [base]","1"
"failed bunt attempt","1"
"Edwards hit by pitch","1"
"NICHOLS pinch ran for BOGGS","1"
"HAMMERS,Matt flied out to [position] (count)","3"
"Huet, S. struck out swinging (count)","1"
"Constantino called out of base path at home in 4th","1"
"Abraham singled to [fieldLocation]","1"
"Culbertson out on the play","1"
"Harding walked (count)","2"
"Hearn. H. scored","2"
"McAlister, Z struck out looking (count)","1"
"85, 56 strikes","1"
"Line drive into short RF. Leg double","1"
"Mitchell,D advanced to [base]","14"
"Baldwin struck out looking","1"
"Mrozek to [position] for Klos","1"
"Last out of the [base] was diving play to save a run","1"
"Edwards advanced to [base]","1"
"Klomfahs, K. grounded out to [position] (count)","2"
"Johnathan Mc struck out swinging","1"
"Merchant, Z. singled to [fieldLocation] (count)","1"
"L. Mims, Jr. homered to [fieldLocation], RBI (count)","1"
"Ball went off of Maddux's pitching hand","1"
"Z Vela singled up the middle (count)","1"
"Hayes grounded out to [position], SAC, bunt","1"
"WERNEKE, A singled to [fieldLocation]","1"
"RodriguezM advanced to [base]","1"
"Verdon's double makes Hensley's run EARNED","1"
"Ejection - Oklahoma State No. 36","1"
"Bilinger advanced to [base]","1"
"Crook singled to [fieldLocation], RBI","1"
"Fleck grounded out to [position]","1"
"EDWARDS,Chri to [position] for HATHCOCK,Dyl","1"
"C. Simoneaux advanced to [base] on a passed ball","1"
"front door breaking ball, KL","1"
"Grable, J. grounded out to [position]","1"
"Meidl advanced to [base] on a wild pitch","1"
"Play under review (count) - Runner Ruled Safe","1"
"JOHNSON,Came struck out looking","6"
"SHULSTAD,Dev to [position] for NICOLL,Thoma","1"
"E. Dopkowski grounded out to [position]","1"
"Klohen, A. out at [base] [position] to [position]","1"
"Fannon struck out swinging, out at [base] [position] to [position] (count)","1"
"MCGUIRE struck out swinging","1"
"Bakst,Dan out at [base] [position] to [position] (count)","1"
"G. Benza to [position] for A. Katlin","1"
"C. Phelts lined into double play [position] to [position] (count)","1"
"B. Watson grounded out to [position] (count)","1"
"Herring flied out to [position] (count)","1"
"Steve Mcshane scored","1"
"I. Rush to [position]","1"
"Marrera to [position] for Donahue","1"
"D. Morrow doubled to [fieldLocation], RBI","1"
"D. Morrow flied out to [position] (count)","2"
"Weather delay at 10:46 p.m","1"
"Chamberlin walked (count)","2"
"Warnimont flied out to [position] (count)","1"
"Lanclos, T. advanced to [base]","1"
"A. Gaytan advanced to [base]","1"
"M Sheldon out at [base] [position] to [position]","1"
"Lindsay scored","2"
"C. Charman walked (count)","1"
"R. Ranie scored on a wild pitch","1"
"McCullough struck out swinging","2"
"A. Nicholson advanced to [base]","1"
"Heard struck out looking","1"
"Grupa, N. reached on an error by [position] (count)","1"
"Werkhesier, Ben struck out swinging","1"
"Grisanti walked (count)","18"
"VanKalker grounded out to [position], SAC, bunt","1"
"JACKSON,Jayl to [position]","1"
"B. Dewaine walked (count)","1"
"Lepchitz grounded out to [position]","2"
"Stoughtenger walked (count)","2"
"Play resumed at 10:03 a.m. Saturday, total delay 10 hrs, 31 mins","1"
"[number] for PV has been ejected","1"
"Reich, A. advanced to [base]","1"
"Haller grounded out to [position] (count)","2"
"Wircenske, B singled to [fieldLocation], out at [base] [position] to [position] (count)","1"
"Carter, G. out on the play","1"
"Jarvis Warne struck out swinging (count)","2"
"Almendarez singled to [fieldLocation] (count)","1"
"Delay for lightnig at 10:35 am","1"
"LOPEZ,Bradly flied out to [position] (count)","3"
"Tony Bova out at [base] [position] to [position], bunt","1"
"EKU [number] was ejected following the conclusion of the game","1"
"R. MacCarric popped up to [position]","2"
"Grisanti homered to [fieldLocation], 3 RBI (count)","1"
"MacKENZIE, Jake grounded out to [position], bunt, SAC","1"
"Mims Jr. popped up to [position]","1"
"**high chopper, difficult play","1"
"High chopper to [base]","1"
"MITCHELL,Mal out at [base] [position] to [position] (count)","1"
"Homan to [position] for Brace","1"
"LUKE, Bryce singled to [fieldLocation], RBI (count)","1"
"Herschberger advanced to [base]","4"
"13, 7 strks","1"
"Z Vela flied out to [position] (count)","1"
"Gutierrez grounded out to [position] (count)","1"
"Mcshane advanced to [base]","1"
"JT Berry to [position] for A. Torres","2"
"Mcintyre grounded out to [position] (count)","1"
"Gannon walked","1"
"R. Robinette grounded out to [position], bunt","1"
"Tyler Prince singled to [fieldLocation]","1"
"Jarvis Warne popped up to [position]","2"
"GADDIS,Nic singled to [fieldLocation] (count)","2"
"Hudson Jr. struck out looking","1"
"McDaniels to [position]","1"
"Dowdy advanced to [base]","1"
"SCANLON singled through the right side, RBI (count)","1"
"A. Pulcher flied out to [position] (count)","3"
"B. Watson grounded out to [position]","4"
"J Banuelos grounded out to [position] (count)","1"
"Popup near line behind [fieldLocation] dropped, lead runner thrown out at 2nd","1"
"Boselli Iii doubled to [fieldLocation], 2 RBI (count)","1"
"Absher doubled to [fieldLocation]","1"
"C. Simoneaux advanced to [base]","14"
"29, 18 strikes","1"
"Bouley struck out swinging (count)","1"
"Berthiaume homered to [fieldLocation], RBI (count)","1"
"Previous play is under review (count)","1"
"Chamberlin singled to [fieldLocation] (count)","1"
"Wilson walked, RBI (count)","1"
"Embray scored","1"
"Dorris advanced to [base]","1"
"TARANTINO,Matthew advanced to [base] on the throw","1"
"Johnathan Mc advanced to [base]","1"
"Koehring,T advanced to [base]","1"
"Dorris walked","1"
"Play at [base] was reviewed. Call upheld","1"
"Morrow doubled to [fieldLocation]","1"
"Mims Jr. advanced to [base]","1"
"Coss grounded out to [position] unassisted, SAC, bunt (count)","1"
"H. Williams advanced to [base]","1"
"Hoogerhyde N fouled out to [position]","1"
"Tamez struck out looking (count)","1"
"Spencer grounded out to [position], SAC, bunt","1"
"SNIATYSKI popped up to [position] (count)","2"
"L. Santiago struck out looking","1"
"Lara struck out swinging (count)","1"
"Nelson popped up to [position] (count)","1"
"Gamroth to [position] for Mancini","1"
"T. Cleasby grounded out to [position], SAC, bunt","1"
"Renoud lined out to [position]","1"
"Dagenais to [position]","1"
"Almendarez lined out to [position] (count)","1"
"Closner, O flied out to [position] (count)","5"
"Stewart scored","2"
"TARANTINO,Matthew advanced to [base] on a passed ball","3"
"Chamberlin, Jace walked","3"
"Jarvis Warne fouled out to [position] (count)","1"
"/ for C. Asbury","1"
"Quiram flied out to [position] (count)","1"
"D. Rudolph to [position] for C. Netro","1"
"Coss flied out to [position] (count)","6"
"C. Pepper fouled out to [position]","1"
"Rain/lightning delay of 1:57 in bottom of the seventh","1"
"Mitchell,D struck out swinging (count)","18"
"D. Elliott flied out to [position]","1"
"Dickerson, D grounded out to [position] (count)","2"
"McCOLLUM,Jer to [position]","1"
"Bryant Keel popped up to [position]","1"
"Closner, O advanced to [base] on a wild pitch","3"
"Chamberlin, Jace reached [base] on a throwing error by [position]","1"
"Chamberlin, Jace out on the play","3"
"C. Charman scored","1"
"MARTIN,Dexte advanced to [base]","1"
"Nisle struck out swinging","1"
"K. Roberts grounded into double play [position] to [position] to [position] (count)","1"
"A. Palacios out at [base] [position] to [position]","1"
"Kelly flied out to [position]","5"
"TARANTINO,Matthew doubled to [fieldLocation], 2 RBI","2"
"Mitchell,D to [position] for Benavidez,R","1"
"Buddy Dewaine grounded out to [position]","1"
"C. Netro to [position] for M. Garza","1"
"Coss struck out looking (count)","2"
"1 hour 35 minute rain delay after bottom of 7th was completed","1"
"VERLIN,Nate grounded into double play [position] to [position] to [position]","1"
"Flores,K advanced to [base]","2"
"ROSENBURG, T to [position]","1"
"Lightning delay from 3:05 pm to 3:41 pm","1"
"Cruz reached on a fielding error by [position] (count)","1"
"Grupa, N. out on the play","1"
"Smith out at [base] [position] to [position]","1"
"McAlister, Z struck out swinging (count)","1"
"Hursey doubled to [fieldLocation]","1"
"43, 29 strikes","1"
"M Sheldon singled to [fieldLocation] (count)","1"
"Hickey singled to [fieldLocation]","1"
"Sunny, 70 degrees, wind NW 17 mph","1"
"51 Minute Weather Delay","1"
"Evans pinch hit for Eshleman","1"
"No bunt see equals no sacrifice","1"
"Lindsay singled through the right side","1"
"/ for Cutrone","1"
"Barrett advanced to [base]","1"
"Meidl singled through the left side","1"
"A. Gaytan singled up the middle","1"
"Jarvis Warne tripled to [fieldLocation], 3 RBI","1"
"Ball thrown from [base] to [base] hit runner's helmet and went out of play","1"
"W. Templett advanced to [base]","3"
"D. Lewis popped up to [position]","1"
"J. Soto singled, advanced to [base] on an error by [position], RBI (count)","1"
"M. Cadman stole [base]","1"
"CARLSON,Dyla to [position] for ANDERSON,Rya","4"
"Berthiaume grounded out to [position], SAC, bunt (count)","2"
"Przybilla walked","1"
"Alvarez struck out swinging","2"
"diving play in the hole, saved 1-2 runs","1"
"Collier to [position] for Gosh","1"
"Kaminski to [position] for Rodriguez, M","1"
"S. Thomas hit into double play [position] to [position] to [position] (count)","1"
"A. Palacios flied out to [position] (count)","1"
"MONTENEGR0 doubled to [fieldLocation], RBI (count)","1"
"Play resumed at 7:36 pm. Official delay was one hour, 24 minutes","1"
